No.,Date,Media,Headline,Journalist,Type,Angle,Remark,,,,,,,,,,,,,,,,,,,,
122,2025/11/10,디스커버리뉴스,"스파크랩, ‘AI 시대의 스타트업 금융 전략’ 세미나 개최",정기환,보도자료,‘AI 시대의 스타트업 금융 전략‘ 세미나 개최,,,,,,,,,,,,,,,,,,,,,
123,2025/11/10,테크42,"스파크랩, ‘AI 시대의 스타트업 금융 전략’ 세미나 개최",황정호,보도자료,‘AI 시대의 스타트업 금융 전략‘ 세미나 개최,,,,,,,,,,,,,,,,,,,,,
124,2025/11/10,K스타트업밸리,"스파크랩, 'AI 시대 스타트업 금융 전략' 세미나 개최… 고위드·센트비 대표 실전 노하우 공유",Jo Kim,보도자료,‘AI 시대의 스타트업 금융 전략‘ 세미나 개최,,,,,,,,,,,,,,,,,,,,,
125,2025/11/10,스타트업레시피,"[AI서머리] 스파크랩, ‘AI 시대의 스타트업 금융 전략’ 세미나‧서울바이오허브, ‘2025 오픈콜라보’ 개최",이석원,보도자료(단신),‘AI 시대의 스타트업 금융 전략‘ 세미나 개최,,,,,,,,,,,,,,,,,,,,,
126,2025/11/09,서울경제,<[단독]상장 접은 스파크플러스…미래에셋에 투자금 반환[시그널],"박시은, 김병준",언급(지면),스파크플러스 설립 기업으로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
127,2025/11/09,인천일보,"중기중앙회, 창업생태계 개선 토론…“창업진흥원 심사위원풀, 타 기관과 연계해야”",이원근,언급, '창업지원제도 심사평가 진단 및 개선방안 연구 보고서'에 스파크랩 인터뷰 기재 언급,,,,,,,,,,,,,,,,,,,,,
128,2025/11/07,동아일보,"부에노컴퍼니 “템플리, 10분 만에 전단 제작…오프라인 매장 홍보 자동화할 것” [부산ICT이노베이션스퀘어확산사업]",김예지,언급,스파크랩이 육성하는 스타트업 소개,,,,,,,,,,,,,,,,,,,,,
129,2025/11/05,IT동아,"[주간스타트업동향] 리빙크리에이터, 日 돈키호테 입점 外",김영우,보도자료(단신),"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
130,2025/11/05,테크42,"스파크랩, 사우디 정부와 국내 스타트업 탐방·교류 프로그램 운영",황정호,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
131,2025/11/05,서울경제,"스파크랩, 사우디 정부와 스타트업 탐방·교류 프로그램 연다",류석,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
132,2025/11/04,머니투데이,"韓-사우디 스타트업 교류…스파크랩, 사우디 정부와 프로그램 운영",남미래,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
133,2025/11/04,한스경제,"스파크랩, 사우디 정부와 국내 스타트업 탐방·교류 프로그램 운영",김종효,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
134,2025/11/04,헬로티,"스파크랩, 사우디 스타트업 20개사와 한국 교류 프로그램 진행",김재황,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
135,2025/11/04,AI타임스,"[게시판] 티디지, 마이크로소프트 ‘코파일럿’ 전문기술 역량인증 획득 등 단신",장세민,보도자료(단신),"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
136,2025/11/04,벤처스퀘어,"스파크랩, 사우디 정부와 국내 스타트업 탐방·교류 프로그램 운영",조광현,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
137,2025/11/04,스타트업투데이,"스파크랩, 사우디 정부와 국내 스타트업 탐방∙교류 프로그램 운영",김지민,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
138,2025/11/04,전자신문,"스파크랩, 사우디 정부와 손잡고 '테크 파운더 인 코리아 2025' 운영",성현희,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
139,2025/11/04,플래텀,"사우디 유망 스타트업 20개 방한…스파크랩-MCIT, 한국 생태계 체험 지원",NA,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
140,2025/11/04,중소기업신문,"스파크랩, 사우디 정부에 국내 20개 스타트업 생태계 소개",김혜준,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
141,2025/11/04,뉴스탭,"스파크랩, 사우디 정부와 손잡고 ‘테크 파운더 인 코리아 2025’ 개최",이준문,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
142,2025/11/04,지디넷코리아,"사우디 기술 스타트업, 한국 스타트업 만나고 교류한다",백봉삼,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
143,2025/11/04,데이터넷,"스파크랩, 사우디 정부와 국내 스타트업 탐방·교류 프로그램 운영",강석오,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
144,2025/11/04,아이뉴스24,"스파크랩, 사우디 정부와 국내 스타트업 탐방·교류 12월까지 운영",문영수,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
145,2025/11/04,아시아경제,"스파크랩, 사우디 정부와 '테크 파운더 인 코리아 2025' 운영",최호경,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
146,2025/11/04,베타뉴스,"스파크랩, 사우디 정부와 국내 스타트업 탐방 교류 프로그램 운영",이승희,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
147,2025/11/04,디스커버리뉴스,"스파크랩, 사우디 정부와 국내 스타트업 탐방•교류 프로그램 운영 ",정기환,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
148,2025/11/04,스타트업레시피,"[AI서머리] 중소기업 지원, AI로 더 쉽고 빠르게‧스파크랩, 사우디 스타트업 탐방·교류 프로그램 운영",이석원,보도자료(단신),"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
149,2025/11/04,스타트업투데이,"스파크랩, 사우디 정부와 국내 스타트업 탐방∙교류 프로그램 운영",김지민,보도자료,"스파크랩, 사우디 정부와 ‘Tech Founders in Korea’ 프로그램 운영",,,,,,,,,,,,,,,,,,,,,
150,2025/11/04,머니투데이방송,"AI 스타트업 '매니패스트', 4억 시드투자 유치…""북미 진출 본격화""",김경문,언급,매니패스트 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
151,2025/10/30,디지털타임스,"아산나눔재단, 2025 정주영창업경진대회 데모데이 성료",이상현,언급(지면),정창경 데모데이'에 심사위원으로 참여 ,,,,,,,,,,,,,,,,,,,,,
152,2025/10/30,뉴대일리 대구경북,"DGFEZ, 바이오헬스케어 유망 기업에 투자하세요",강승탁,언급, '2025 DGFEZ 바이오헬스케어 기업 투자 네트워킹 DAY' 스파크랩 참가 언급,,,,,,,,,,,,,,,,,,,,,
153,2025/10/30,이뉴스투데이,"아산나눔재단, ‘2025 정주영 창업경진대회 데모데이’ 성황리 개최",권오경,언급,정창경 데모데이'에 심사위원으로 참여 ,,,,,,,,,,,,,,,,,,,,,
154,2025/10/28,세계비즈,"고려대 창업지원단, 스파크랩과 초기창업패키지 기업 대상 창업 특강 진행",황지혜,언급,고려대 창업지원단 스파크랩과 창업 특강 진행 언급,,,,,,,,,,,,,,,,,,,,,
155,2025/10/26,매드타임스,"애드타입, ‘2025 올영세일 OOH 마케팅 리포트’ 발간… 생활동선 기반 브랜드 전략 제시",최영호,언급,드래프타입 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
156,2025/10/26,서울경제TV,"대경경자청, '2025 DGFEZ 바이오헬스케어 기업 투자 네트워킹 DAY' 개최",김정희,언급, '2025 DGFEZ 바이오헬스케어 기업 투자 네트워킹 DAY' 스파크랩 참가 언급,,,,,,,,,,,,,,,,,,,,,
157,2025/10/25,아시아경제,"UAE에서 골든비자 받은 韓기업 대표…""관광을 더 스마트하게""",김보경,언급,H20 초기 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
158,2025/10/24,플래텀,"제스트, 강원대기술지주로부터 시드 투자 유치",김민정,언급,제스트 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
159,2025/10/19,이데일리,GSK·LG화학 파트너' 쿼드메디슨 목표시총 1700억 근거는,임정요,언급,쿼드메디슨 재무 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
160,2025/10/16,데일리메디팜,"野, ""유전체 정보 해킹 시도 의혹 논란 '노보진코리아'...입주 책임은 협회장""",한정렬,언급,노보진코리아 국정감사서 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
161,2025/10/14,톱데일리,IPO 나선' 쿼드메디슨…벤처캐피털 엑시트 기회 열린다,이윤재,언급,쿼드메디슨 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
162,2025/10/12,머니투데이,"MBTI처럼 '매버릭' '상징형'…우리회사 투자한 AC, 어떤 유형일까",고석용,언급,액셀러레이터 유형 분류 논문서 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
163,2025/10/02,헤드라인제주,제주 '스타트업 생태계 확장' 100억원 스케일업 펀드 운용사 선정 ,홍창빈,언급,스파크랩X제주창조경제혁신센터 MOU,,,,,,,,,,,,,,,,,,,,,
164,2025/09/29,라이프인,"서울소셜벤처허브, '2025 IR 데모데이' 성료",이진백,언급, '2025 IR 데모데이'에 스파크랩 심사위원으로 참여,,,,,,,,,,,,,,,,,,,,,
165,2025/09/29,더벨,"글로벌펀드에 34개 하우스 지원, 퀀텀·에이티넘·SV 참전",이성우,언급,글로벌펀드 출자 사업에 스파크랩 지원 언급,,,,,,,,,,,,,,,,,,,,,
166,2025/09/27,동아일보,2조 SW 시장에 뛰어든 청년…“K팝 댄스도 디지털 자산으로”,허진석,언급(지면),윤혜린 대표 인터뷰서 스파크랩 시드 투자 유치 언급,,,,,,,,,,,,,,,,,,,,,
167,2025/09/26,머니투데이,"AI·바이오 혁신 스타트업 육성…스파크랩파트너스, 경북지사 개소",최태범,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
168,2025/09/26,게임포커스,"스파크랩파트너스, 한동대학교 내 경상북도 지사 개소",이혁진,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
169,2025/09/26,벤처스퀘어,"스파크랩파트너스, 한동대학교 내 경상북도 지사 개소",강진희,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
170,2025/09/26,매일경제,"스파크랩파트너스, 한동대에 경북 지사 개소",이영욱,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
171,2025/09/26,데이터넷,"스파크랩파트너스, 한동대에 경북지사 개소 ··· 바이오 스타트업 지원",강석오,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
172,2025/09/26,플래텀,"스파크랩파트너스, 한동대 내 경북 지사 개소…바이오 스타트업 지원",NA,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
173,2025/09/26,베타뉴스,"스파크랩파트너스, 한동대학교 내 경상북도 지사 개소하고 바이오 스타트업 지원",이승희,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
174,2025/09/26,뉴스웍스,[#헬스콕] 스파크랩 '경북지사'·동아 '당뇨병 걷기'·'한미 '표적항암신약'·유산균+오메가3' 병용때 대사 개선...,이승희,보도자료(단신),스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
175,2025/09/26,더바이오,"스파크랩파트너스, 한동대학교 내 경상북도 지사 개소…바이오 스타트업 지원",강인효,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
176,2025/09/26,뉴스탭,"스파크랩파트너스, 포항 한동대에 경북 지사 설립…AI·바이오 스타트업 육성 박차",이준문,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
177,2025/09/26,와우테일,"스파크랩파트너스, 한동대 내 경북지사 개소…AI·바이오 스타트업 육성 나서",김태현,보도자료,스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
178,2025/09/26,스타트업레시피,"[AI서머리] 스파크랩파트너스, 한동대 내 경북 지사 개소‧대구 OI 밋업, 협업의 장 열다",이석원,보도자료(단신),스파크랩파트너스 경상북도 지사 개소,,,,,,,,,,,,,,,,,,,,,
179,2025/09/25,대학저널,"경상국립대 창업중심대학사업단, ‘지-커넥트 기업설명회&네트워크’ 성료",이선용,언급,지-커넥트 기업설명회 & 네트워크' 심사로 스파크랩 참여,,,,,,,,,,,,,,,,,,,,,
180,2025/09/22,신아일보,"포항시, '제4회 영일만 스타트업 데이’ 개최",배달형,언급,스파크랩 김호민 대표 언급,,,,,,,,,,,,,,,,,,,,,
181,2025/09/22,한경잡앤조이,"선한 영향력을 꿈꾼다면···‘머리는 차갑게, 가슴은 뜨겁게’ [김성은의 슈퍼비전]",강홍민,언급,스파크랩 액셀러레이팅 프로그램 언급,,,,,,,,,,,,,,,,,,,,,
182,2025/09/18,게임톡,"2025 스타트업콘 “콘텐츠 x 모든 것, 상상의 한계를 뛰어넘다”",박명기,언급,2025 스타트업콘 강연자로 스파크랩 이희윤 상무 언급 ,,,,,,,,,,,,,,,,,,,,,
183,2025/09/12,플래텀,"경기창조경제혁신센터, 기후테크 스타트업 맞춤형 액셀러레이팅 추진",NA,언급,네트워킹 행사에 참여한 전문가 그룹으로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
184,2025/09/12,중소기업신문,"스타트업얼라이언스, ‘실리콘밸리의 한국인 2025’ 성료 미국에서 활약 중인 실무자·창업자 6인의 인사이트 나눠",김혜준,언급,패널 토크 모더레이터로 스파크랩 이희윤 상무 언급,,,,,,,,,,,,,,,,,,,,,
185,2025/09/01,프레스나인,"한독 자회사 이노큐브, 바이오헬스케어 초기기업 대상 공모전 개최",임한솔,언급,공유 실험실 플랫폼인 메디오픈랩 운영사로 스파크랩의 스파크바이오 언급,,,,,,,,,,,,,,,,,,,,,
186,2025/08/30,중앙이코노미뉴스,[ESG] 여름을 ‘가치’로 물들인 '제2회 대한민국 사회적가치 페스타',엄현식,언급,슈퍼 매치 프로그램 공동 주관사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
187,2025/08/27,유니콘팩토리,카이스트 vs 서울대' 스타트업들 한판 붙었다…대상 팀은,최태범,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
188,2025/08/27,머니투데이,카이스트 vs 서울대' 스타트업들 한판 붙었다…대상 팀은,최태범,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
189,2025/08/27,데이터넷,‘카이스트 vs. 서울대 스타트업 슈퍼 매치’ 성료,강석오,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
190,2025/08/27,뉴스웍스,스파크랩 '카이스트 대 서울대 스타트업 슈퍼 매치' 성료,문병도,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
191,2025/08/27,베타뉴스,"스파크랩, 카이스트 vs 서울대학교 스타트업 슈퍼 매치 마무리",이승희,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
192,2025/08/27,지디넷코리아,"스파크랩, '카이스트 vs. 서울대학교 스타트업 슈퍼 매치' 성료",백봉삼,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
193,2025/08/27,플래텀,"청정수소 기업 에이피그린, 카이스트-서울대 피칭 대회 1위",김민정,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
194,2025/08/27,디스커버리뉴스,스파크랩•행복나래㈜ 공동 주관 ‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,정기환,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
195,2025/08/27,스타트업레시피,"[AI서머리] 강원창경, 춘천 스타트업 마스터링 위크 개최‧서울창업허브 공덕, 찾아오는 허브 투어",이석원,보도자료(단신),‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
196,2025/08/27,K스타트업밸리,스파크랩·행복나래㈜ 공동 주관 ‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,NA,보도자료,‘카이스트 vs. 서울대학교 스타트업 슈퍼 매치’ 성료,,,,,,,,,,,,,,,,,,,,,
197,2025/08/26,더벨,"박준상 시리즈벤처스 대표 ""지방소멸, 창업이 해법""",이영아,언급,AC 설립자로 이한주 스파크랩 대표 언급,,,,,,,,,,,,,,,,,,,,,
198,2025/08/21,헤럴드경제,"강남구, AI · 로봇 등 미래산업 이끌 스타트업 찾는다",박종일,언급,미래 세미나 공개 세미나 연사자로 스파크랩 홍성진 전무 언급,,,,,,,,,,,,,,,,,,,,,
199,2025/08/21,더벨,"""엑스크루, 국내 시장 안착…미국 진출 본격화""",이기정,언급,엑스크루 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
200,2025/08/20,매일경제,거래처 미수금 관리 AI가 척척 … 소상공인 스트레스 덜어,안정훈,언급,페이워크 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
201,2025/08/12,지디넷코리아,"‘9년 연속 성장’ 스파크플러스, 내년 IPO 도전장",진성우,언급,스파크플러스 설립사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
202,2025/07/30,한국일보,행사 풍경도 바꿔 놓는 AI' 자매가 경영하는 스플랩의 선민승 대표,최연진,언급/지면,우모 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
203,2025/07/25,더벨,"‘모빌리티 플랫폼’ 코나투스, 130억 시리즈B 유치",이채원,언급,코나투스 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
204,2025/07/17,전자신문,"코리아스타트업포럼, 주한영국대사관과 'IR Day' 성료",성현희,언급,박종한 스파크랩 상무 IR 피칭 참가 스타트업 모집 심사,,,,,,,,,,,,,,,,,,,,,
205,2025/07/15,이코노믹리뷰,"[단독] ""절대 아니다""라더니...목진건 스파크플러스 대표 물러나",김효경,언급,스파크플러스 설립사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
206,2025/07/15,이데일리,"배민, 스타트업 ‘드림팀’ 만든다…AI·글로벌 육성 전면에",한전진,언급,스타트업 투자·육성을 위한 액셀러레이션 공동사업 업무협약 참가사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
207,2025/07/14,플래텀,"제주창조경제혁신센터, ‘대만 진출 글로벌 오픈이노베이션 프로그램’ 참가 기업 모집",NA,언급,오픈 아일랜드 : Poof Lab in Taiwan 프로젝트 협업사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
208,2025/07/09,디지털데일리,[라이징딥테크] 이제는 의료진이 먼저 찾는 AI... '터닝 포인트' 주목,이건한,언급,AI·바이오헬스의 미래 스타트업 포럼 주최로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
209,2025/07/03,채널PNU,"[STAR:T UP] ""스타트업은 속도전이 생명""",임승하,취재,창업톡 연사로 스파크랩 김호민 대표 초청,,,,,,,,,,,,,,,,,,,,,
210,2025/07/01,이코노믹리뷰,[단독] 이강식 부대표 떠나는 스파크플러스…경영진 재편설 급부상 ,김효경,언급,스파크플러스 경영진 재편 가능성 급부상,,,,,,,,,,,,,,,,,,,,,
211,2025/06/30,한국경제,"[블루밍런치] 존 박 ""향후 2년, 한국의 디지털 자산 골든타임""",이준형,언급,국내 스타트업 액셀러레이터 중 하나로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
212,2025/06/29,머니투데이,초기 스타트업에 몰린 투자금…6월 마지막주 투자받은 곳 어디?,남미래,언급,포들 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
213,2025/06/24,머니투데이,"펫프렌즈·더잠 창업자 뭉친 '포들', 35억 시리즈A 투자유치",남미래,언급,포들 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
214,2025/06/23,플래텀,"코리아스타트업포럼, 초기 스타트업 IR 데이 ‘The PITCH’ 성료",김민정,언급,더 피치 멘토로 스파크랩파트너스 심사역 언급,,,,,,,,,,,,,,,,,,,,,
215,2025/06/19,글로벌에픽,"글로벌 뷰티 브랜드 ‘포들’, 시리즈A 35억 원 투자 유치",황성수,언급,포들 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
216,2025/06/10,시사저널이코노미,"기술력 입증한 LLM 올인원 솔루션 ‘알리’, 공공 시장 확장 총력",이창원,언급,올거나이즈 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
217,2025/06/10,벤처스퀘어,"제주창조경제혁신센터, 스파크랩과 업무협약 체결",강진희,타사배포,스파크랩X제주창조경제혁신센터 MOU,,,,,,,,,,,,,,,,,,,,,
218,2025/06/09,플래텀,"제주창조경제혁신센터-스파크랩, 아시아 스타트업 생태계 협력 강화 나서",김민정,타사배포,스파크랩X제주창조경제혁신센터 MOU,,,,,,,,,,,,,,,,,,,,,
219,2025/06/09,내외경제TV,"[UP! START] 제주혁신센터, 스파크랩과 한국-대만 스타트업 물꼬 튼다",정동진,타사배포,스파크랩X제주창조경제혁신센터 MOU,,,,,,,,,,,,,,,,,,,,,
220,2025/06/09,데이터넷,"제주창조경제혁신센터, 스파크랩과 ‘아시아 스타트업 생태계 협력’ 맞손",강석오,타사배포,스파크랩X제주창조경제혁신센터 MOU,,,,,,,,,,,,,,,,,,,,,
221,2025/06/09,마켓인,“중동과 협력 이상 無”…이재명 정부서도 자본시장 중동행,박소영,언급,GAIC2025 발표자로 이반 글를리치 스파크랩 사우디 공동창립자 언급,,,,,,,,,,,,,,,,,,,,,
222,2025/06/09,이데일리,[오일 Drive]“중동과 협력 이상 無”…이재명 정부서도 자본시장 중동행,박소영,언급,GAIC2025 발표자로 이반 글를리치 스파크랩 사우디 공동창립자 언급,,,,,,,,,,,,,,,,,,,,,
223,2025/06/09,한경잡앤조이,[2025 경희대학교 캠퍼스타운 스타트업 CEO] 짜릿한 전략형 리듬 액션이라는 독창적인 게임을 개발하는 스타트업 ‘비펙스’,이진호,언급,비펙스 성과로 메가콘텐츠랩 데모데이 최우수상 언급,,,,,,,,,,,,,,,,,,,,,
224,2025/06/05,더바이오,"스파크바이오랩, 리투아니아 대표 병원과 국제 협력 미팅 개최",강인효,언급,스파크바이오랩 국제 협력 미팅 개최,,,,,,,,,,,,,,,,,,,,,
225,2025/06/02,조선일보,법조인 꿈꾸던 모범생 아들이 군 복무 후 힙스터들의 대표가 된 이유는? [여기 힙해],이혜운,언급,피치스그룹코리아 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
226,2025/05/30,동아일보,[ICT이노베이션스퀘어확산사업] 나만의 맞춤형 AI 여행 비서 ‘트립빌더’,김동진,언급,트립빌더 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
227,2025/05/30,동아일보,[ICT이노베이션스퀘어확산사업] ‘노는법’으로 지역 관광 개척하는 바바그라운드,남시현,언급,바바그라운드 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
228,2025/05/29,이데일리,[GAIC2025]“성장 원한다면 중동 주식시장으로…상장 적극 고려해야”,이건엄,언급,‘2025 글로벌 대체투자 컨퍼런스’ 참가자로 이반 그를리치 스파크랩 사우디 공동창립자 언급,,,,,,,,,,,,,,,,,,,,,
229,2025/05/23,이데일리,"[GAIC2025]""사우디는 미국 진출 위한 훌륭한 시작점…직접 와서 경험해야""",송재민,언급,글로벌 대체투자 컨퍼런스 관련 이반 그를리치 스파크랩 사우디 공동창립자 언급,,,,,,,,,,,,,,,,,,,,,
230,2025/05/23,뉴스1,"스타트업얼라이언스, 22개 신규 회원사 공개…VC·IT 대기업 합류",이정후,언급,회원사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
231,2025/05/22,여성경제신문,"""조직적 역바이럴 정황""···하이브 비방한 패스트뷰 관계자 검찰 송치",김정수,부정기사,스파크랩 포트폴리오사 패스트뷰 관계자 검찰 송치,,,,,,,,,,,,,,,,,,,,,
232,2025/05/21,동아일보,"[ICT이노베이션스퀘어확산사업] 커넥트제로 “AI 기반 낚시 플랫폼, ‘낚맛’ 매력 알리고파”",김영우,언급,커넥트제로 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
233,2025/05/20,플래텀,"커리어데이, 싱가포르 본격 진출…’KB 스타터스’ 선정",NA,언급,커리어데이 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
234,2025/05/15,플래텀,경남 창업축제 ‘GSAT 2025’… 혁신 생태계 조성 마중물 역할,NA,언급,스파크랩 바이오 김희준 파트너 연사 참여,,,,,,,,,,,,,,,,,,,,,
235,2025/05/14,한국경제,최대 15억 집중 지원…'디캠프 배치' 인기 뜨겁네,고은이,언급(지면),액셀러레이터 사례로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
236,2025/05/14,이데일리,"[사고]‘경제 다각화’ 펼치는 걸프 지역, 투자 환경은",박소영,언급,글로벌 대체투자 콘퍼런스 이반 그릴리치 스파크랩 공동창업자 연사로 참석,,,,,,,,,,,,,,,,,,,,,
237,2025/05/13,뉴시스,"""고령화를 신성장 동력으로""…168조 시니어시장 전략은?",류난영,언급,'실버웨이브' 추천인으로 김호민 스파크랩 공동 대표 언급,,,,,,,,,,,,,,,,,,,,,
238,2025/05/12,의사신문,[의료기기업계 소식] 5월 12일,박한재,보도자료,'AI·바이오 헬스의 미래 스타트업 포럼’ 개최,,,,,,,,,,,,,,,,,,,,,
239,2025/05/12,더바이오,"스파크바이오랩·K-BioX, 12일 ‘멘토링 데이’ 개최…‘메디오픈랩’ 소개",강인효,언급,스파크바이오랩 멘토링 데이 개최,,,,,,,,,,,,,,,,,,,,,
240,2025/05/09,테크42,[현장] AI 활용해 K-바이오헬스의 미래 여는 스타트업을 소개합니다,황정호,취재,'AI·바이오 헬스의 미래 스타트업 포럼’ 현장 취재,,,,,,,,,,,,,,,,,,,,,
241,2025/05/07,벤처스퀘어,"댄스트럭트, '안무 생성 AI 개발' 문체부 R&D 국책 과제 선정",강진희,언급,댄스트럭트 투자사로 스파크랩 언급,,,,,,,,,,,,,,,,,,,,,
