ID,제목,이전카테고리,이전톤,이전노이즈,새카테고리,새톤,새노이즈,사유
cmq4f1186005q62n0o6764ajg,"바디프랜드, 여름맞이 케어 프로모션 진행",competitor,positive,false,competitor,positive,true,"새로 노이즈"
cmq04pirv00egka9ft5te2chw,"AI 악용 보험사기 급증에 정부 합동 TF 출범…9월 구축방안 마련",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpyp9i2g002sl9w0etribd4i,"[헬로즈업] “AI가 공격을 시작했다”…보안 전략 다시 짜야 하는 이유",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpyp9jlw00d1l9w0piplkfav,"10명 중 6명이 AI로 법률 분야 활용하는데…토종 리걸테크는 변호사법 족쇄",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpyp9kst00lyl9w0ef8y4jtq,"대우건설 ‘청주 푸르지오 씨엘리체’, 8일 무순위 청약 진행",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpx9tsxv00fh112j7wnx0yal,"美 플로리다주, 오픈AI 소송…챗GPT ‘안전 책임’ 논란",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpvudvyc00qcqv12xdcjzgs1,"오유경 평창동 집부터 원주의 치유집까지…건축탐구 집, 김호민과 박현근 두 소장이 정의하는 '집의 의미'",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpvudv5900jiqv12k20o0lfr,"헌재 ‘개정 시한’ 넘긴 탄소중립법…여야 이견에 또 ‘쳇바퀴’",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpvudv5600jhqv12nro9lbjk,"‘2월→5월→?’···탄소중립기본법 개정, 언제까지 미뤄지나",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpvudubb00cuqv12uqfu5l7y,"포항 초곡초, 학부모 대상 생성형 AI 활용 연수 운영",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpx9tsxz00fi112jb1dw73b8,"페스카로, 국토부 세미나서 ‘생성형 AI 자동차 해킹’ 위협 진단",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpvuduhi00e7qv12zudn9taa,"[김성현의 AI지표] 생성형 AI, 선거판 덮쳤다…딥페이크 1만건·단속 921명",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpvudvk500n0qv12d97qdtzb,"코스노리, 6월 올영세일 참여…올영픽 선정 아이케어 라인 혜택 제공",portfolio_company,positive,false,unrelated,neutral,true,"새로 노이즈"
cmpuey2bq00hcmu0a9ljnksxo,"“매월 미션 깨고 경품도 받고”… 청주시, 생활 속 탄소중립 ‘초록빛 레이스’ 막 올렸다",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmpuey12t009vmu0aob8ewus4,"[단독] 보스턴다이나믹스 핵심 인재, 또 구글 갔다",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpuey1hn00c8mu0au67dc5bd,"장흥군, 직원 대상 ‘생성형 AI 플랫폼 활용 교육’ 실시",industry_trend,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmq04pkjs00ruka9fh85mci0p,"'이한주 대통령 정책특보' 응원 글이 실린 이남호 전...",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpuey2lt00j4mu0a8x7dp2cp,"성동구, 토요 가족환경교육 운영…가족 단위 탄소중립 체험",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpuexzdi000mmu0amjtl7qzw,"CNN, 퍼플렉시티 'AI 저작권 침해'로 고소",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpuey2uq00kkmu0a3x0gds9f,"게임 내 보상을 노리거나 가상 아이템을 불법적으로 판매하는 행위는 처벌 대상입니다.",industry_trend,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpuey31j00ltmu0akg47vslk,"디캠프, 6월 오피스아워 참가 스타트업 모집(~6월10일)",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpop6xcx00kql611oizngiev,"곡성교육지원청, 세계장미축제 연계 플로깅 활동 진행",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmpop6uln002al611elgzso4h,"[현장] 1년 만에 AI 에이전트 절반 사라진 LG전자…AX 성공 열쇠는 '이것'",competitor,neutral,false,competitor,negative,false,"톤 부정 변경"
cmpop6vjp0082l6117x90kekj,"순천향대, ‘2026 초기창업패키지 SCH Value-UP 투자유치 고도화 정기 IR 데모데이’ 운영",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpop6uxh0044l611zav4jw95,"이스트시큐리티, AI 개발 도구 사칭 악성 오픈소스 유포 발견",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpop6xju00m8l611134tajlp,"프랑스 오픈 1라운드, 바예호-노리 맞대결 진행 중",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpop6xc100kll611cksmi03s,"[포토] 탄소중립체험관 개관 인사하는 오승록 노원구청장",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpop6xxj00pfl61131ur6xv9,"대화 나누는 현수엽 보건복지부 1차관과 이한주 민간 부위원장",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpop6xxf00pel6118d3hveo3,"대한민국 2045 전략수립위원회 참석한 박홍근-이한주 부위원장",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpn9qpb5007mx1fvkhpy3lfq,"위투어 로보틱스, 예정된 주식 병합 취소",unrelated,neutral,false,unrelated,negative,false,"톤 부정 변경"
cmpn9qpr500b3x1fvn7d9cr73,"“AI가 과제 대신 작성”…美 대학생 3명 중 1명 생성형 AI 사용, 9%는 부정행위 인정",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpn9qp3c005xx1fvt1ejckm3,"엠바고미디어, 6월 서울 DDP서 '아우라닷' 특별전 개최",unrelated,neutral,false,unrelated,positive,true,"새로 노이즈"
cmpn9qqu100kvx1fv7k6p3gv5,"청주 서원구 ‘청주 푸르지오 씨엘리체’ 계약 중",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpn9qqkg00iax1fvs90or84q,"시흥도시공사, 체육시설 발생 폐카트리지 기부로 탄소중립 및 취약계층 상생 가치 실현",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmpluayds00g6vtce09kbt550,"‘충북교육 표심’ 겨냥한 3색 승부…과학·탄소중립·현장소통 전면전",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpluayew00ghvtce66g39dir,"동대문구, 환경교육주간 운영으로 생활 속 탄소중립 실천 확산 > 뉴스",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmpluawlz0018vtceg1oau9yk,"“만들긴 쉬운데 관리는 어려워”...기업 위협하는 ‘에이전트 스프롤’",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpluawvw0039vtcepql6m5pt,"STARTRADER CEO 피터 카르스텐, AI 인프라•비즈니스 운영•시장 리스크를 주제로 유럽대학교 세 차",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpkev4rr00hvy54aj8ywvnv7,"[칼럼] 선거의 존재 이유를 묻다",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpkev2gb002ay54ai6a2fe5e,"[인공지능 줌인] 엔비디아가 밀던 AI 에이전트, 치명적 약점은 데이터 휘발성",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpkev3g6008my54akd9eictg,"휴림로봇 레인보우로보틱스 상승 두산로보틱스 현대무벡스 하락 로봇 관련주 긴장 고조…미국·이란 휴전 먹구름 가",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpkev4nj00gyy54amuzwanls,"[게시판] 통일부 청년기자단 '유니콘' 19기 발대식",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpluaxau006gvtcevr9v137n,"HD현대로보틱스서 철수한 IPO 주관사단 '재입주'도 미정",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpg4joea00glpi8qsr4hnrh7,""유료 구독이 성적 가른다"…대학가 번지는 'AI 디바이드'",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpg4jmx20056pi8qqm6t023b,"[AI 클로즈업] AI 금융비서 현실화… 韓, 규제 발목",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpg4jo8e00f6pi8qgjvuh33w,"강남힐링센터, AI 품고 온라인 힐링 서비스 새 단장",competitor,positive,false,unrelated,positive,true,"새로 노이즈"
cmpg4jpcr00o4pi8qo3w0urdu,"진도서초가사도분교장, 그림책 및 저탄소 요리 체험으로 탄소중립교육 실시 > 뉴스",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmpg4jmif002lpi8q4cx5cnyl,"과도한 AI 마케팅 경쟁에…‘에이전트 워싱’ 우려도",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpg4jphf00p7pi8qmpyxs6bl,"광명시 기후에너지강사 전문성 향상 및 현장 중심 탄소중립 교육 역량 강화 > 뉴스",industry_trend,positive,false,unrelated,neutral,true,"새로 노이즈"
cmpep3qo6009pnto2fztm6d4u,"램리서치 로보 챌린지, 전국 5개 권역 토너먼트 개막",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpd9o2xc00gwydcppdsgy42s,"스타트업 M&A·엑시트",industry_trend,neutral,false,industry_trend,neutral,true,"새로 노이즈"
cmpbu7xml00877istx1n15ip6,"[기로 선 K-피지컬 AI] ②레인보우로보틱스, 삼성 우산 속 외형은 성장···두뇌 기술력은 아직",portfolio_company,neutral,false,portfolio_company,negative,false,"톤 부정 변경"
cmpbu7xph008s7istjikrimor,"[골든크로스 종목]	아이로보틱스 센서뷰 진원생명과학 녹십자홀딩스 서연이화에 올라탈까",industry_trend,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpbu7zj900mn7istmvrtxx35,"[선거경제포커스]서영학 여수시장 후보, “농수산업을 미래 성장판으로…블루카본·블루푸드테크 육성”",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmpbu7xkz007v7istz66j8chk,"현대차에 안방 내준 LIG 로봇개, 외형성장 제동 걸릴까",competitor,neutral,false,competitor,negative,false,"톤 부정 변경"
cmpbu7wgz000i7istjp28s2w9,"스타트업 투자 B2C 전멸...AI, 반도체, 딥테크로 교체",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmpbu7zz900q57istxc4uba98,"미래에셋벤처투자 주가, 5월 18일 장중 60,500원 10.20% 상승",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmpaes0uc00hmf2rzrl7fkwjb,"숲속 체험으로 탄소중립 가치 전한다… 대전서부교육지원청, 중학생 대상 ‘초록숲 감성 캠프’ 운영",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmpaerzow007bf2rz6ivfhwm1,"레인보우로보틱스, 81만원선으로 밀려…로봇주 변동성 확대 속 월요일 흐름 주목",portfolio_company,neutral,false,competitor,negative,false,"톤 부정 변경"
cmpaes0ug00hnf2rznb1irx86,"신계용 과천시장 후보, 탄소중립 실천 환경정화 활동 참여",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmpbu7z5r00jp7istc1bnvdtt,"국립청도숲체원-디엠모빌리티-매전중, ‘탄소중립 실천’ 사회공헌 활동 펼쳐",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmpaes0ok00g4f2rzpiz2ov0h,"하이파이유니콘, 데뷔 3주년 맞이 스페셜 앨범 발매",unrelated,neutral,false,unrelated,positive,true,"새로 노이즈"
cmpaes0xq00iif2rz25lzp6wi,"고양시건강가정지원센터-고양시탄소중립지원센터, 업무협약 체결",industry_trend,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmp64gi1c00e2y6kiltomn7ye,"군포시, 직원 대상 AI 역량 강화 특강 개최",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmp64ghc8009my6kiq25o4pwc,"[상한가 종목] SK네트웍스-천일고속 이어 코스모로보틱스-안국약품 등 마감",industry_trend,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmp64gk4600qvy6kiqids6vvs,"미래에셋벤처투자 주가, 5월 14일 장중 62,500원 8.51% 상승",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmp4p0lk40030utxzm9cbaw6n,"AI 에이전트 권한 오남용 확산...실시간 임시 신원 기반 접근통제 필요",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmp4p0ohf00qcutxzy9a1p040,"[포토] '글로벌 우주 경제에 대해 말하다'",industry_trend,neutral,false,industry_trend,neutral,true,"새로 노이즈"
cmp4p0o9200ofutxz650gopjt,"청주 푸르지오 씨엘리체, 14일까지 계약 진행",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmp64ghse00cjy6ki73r9zi3m,"04화 벤처캐피탈, 자문관, 그리고 박사논문",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmp39ksbd00bi134kad55s5or,"서울아산병원, 소아암 극복 환아 가족 초청 '아워 히어로즈' 행사 성료",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmp39ktdy00kp134k9d51y2gl,"대전 동구, 가족과 함께하는 목재 탄소중립 체험",industry_trend,positive,false,unrelated,neutral,true,"새로 노이즈"
cmp39ktbt00k7134kmlas0csp,"[포토] 탄소중립 실천하고 최대 10만원 혜택 받으세요",industry_trend,positive,false,industry_trend,positive,true,"새로 노이즈"
cmp39krd7003n134kfmcnch7e,"토크아이티, RFP·인프라·도메인 이해 재설계로 완성하는 기업 AI 에이전트 전략 웨비나 진행",industry_trend,positive,false,unrelated,neutral,true,"새로 노이즈"
cmp1u50c700kyoi9v6tj25u0c,"전국서 대전·세종 중앙부처도 노리는데…출마후보, 막기는커녕 '모르쇠'",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
cmp1u4yvy00cdoi9vqxpren4v,"상담해주다가 광고 연결?···‘수익’과 ‘신뢰’ 갈림길 선 생성형AI",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmp0lkqs50092bg7sfvtajmop,"HB인베스트먼트, -0.47% VI 발동 - 조선비즈",unrelated,neutral,false,unrelated,negative,false,"톤 부정 변경"
cmp1u500q00j1oi9vpysg6816,"[데스크칼럼] 두마리 토끼를 잡을 수 있다는 환상",industry_trend,neutral,false,industry_trend,negative,false,"톤 부정 변경"
cmp0lkqul009lbg7s96fj41e9,"미래에셋벤처투자, +8.02% VI 발동 - 조선비즈",portfolio_company,neutral,false,portfolio_company,negative,false,"톤 부정 변경"
cmp0lkrhb00ebbg7sbfijpfsy,"강삼영 도교육감 후보, 어린이날 ‘공룡·유니콘’ 이색 퍼포먼스…현장 소통 강화",unrelated,neutral,false,unrelated,positive,true,"새로 노이즈"
cmr4kjkvh00j6v80awta8rren,"사우디 정보통신부 산하 CODE, ‘테크 파운더 인 코리아 2025’ 성료",industry_trend,positive,false,unrelated,positive,true,"새로 노이즈"
cmr4kjmsf018lv80a3uwxx2oq,"[#IT라운지] 멜론 '숲;트리밍'·영림원 'KS-QEI ERP 1위'·콘진원 'R&D 성과발표회'",industry_trend,neutral,false,industry_trend,neutral,true,"새로 노이즈"
cmr4kjmsf018zv80adkz1w5hh,"전문가 비즈니스 솔루션 ‘커리어데이’, 거슨러먼그룹 출신 김재희 본부장 영입",unrelated,positive,false,unrelated,positive,true,"새로 노이즈"
cmr4kjmsf0193v80a7fkvo82l,"전문가 비즈니스 솔루션 ‘커리어데이’, 거슨러먼 출신 김재희 본부장 영입",unrelated,neutral,false,unrelated,positive,true,"새로 노이즈"
cmr4kjnl001k5v80arwnstc2k,"베이비빌리, 두두스토리와 함께 '신생아 발달 교구' 출시",portfolio_company,positive,false,unrelated,positive,true,"새로 노이즈"
cmr4kjj520032v80asebp8pyw,""스타트업 세계는 마치 영화와 같다"",industry_trend,positive,false,unrelated,neutral,true,"새로 노이즈"
cmr4kjj520043v80av33gw2kg,"부산정보산업진흥원, ‘ICT이노베이션스퀘어 청년 창업기업’ 모집",industry_trend,neutral,false,industry_trend,neutral,true,"새로 노이즈"
cmr4kjj520040v80a7pz1x4xx,"부·울·경 ICT 예비·초기 청년 창업기업 모집",unrelated,neutral,false,unrelated,neutral,true,"새로 노이즈"
